"Name","Average coverage","Reference length"
"42268","0.884","11609"
"42269","6.238","2362"
"42270","47.004","6058"
"42271","1.392","2046"
"42272","56.411","1810"
"42273","1.095","1362"
"42274","14.324","1089"
"42275","2.777","1407"
"42276","1.924","1132"
"42277","0","2161"
"42278","0.593","3144"
"42279","0.639","2708"
"42280","30.449","4369"
"42281","0","7966"
"42282","10.224","1056"
"42283","44.444","4686"
"42284","0.464","1293"
"42285","0.122","4440"
"42286","23.263","4137"
"42287","9.859","1476"
"42288","4.003","5266"
"42289","1.389","4439"
"42290","5.493","1178"
"42291","5.377","3034"
"42292","0","1789"
"42293","1.285","1858"
"42294","11.802","2451"
"42295","0.531","3265"
"42296","1.92","1215"
"42297","4.035","1245"
"42298","67.78","3613"
"42299","15.32","1919"
"42300","0","2474"
"42301","2.353","1211"
"42302","0.184","1634"
"42303","5.407","2609"
"42304","0","1103"
"42305","0","1288"
"42306","4.604","3899"
"42307","9.873","1234"
"42308","11.757","1241"
"42309","0.567","5008"
"42310","1.479","4876"
"42311","0","2472"
"42312","1.641","1387"
"42313","0","2105"
"42314","0.775","3500"
"42315","0","1723"
"42316","0.19","1571"
"42317","30.906","4192"
"42318","0.093","6424"
"42319","8.862","1867"
"42320","0","1491"
"42321","2.075","2773"
"42322","15.071","1064"
"42323","2.488","2578"
"42324","4.722","1733"
"42325","0.779","8518"
"42326","0","4362"
"42327","0","3303"
"42328","2.948","1606"
"42329","0.091","1305"
"42330","4.329","1610"
"42331","4.17","1197"
"42332","30.363","1517"
"42333","4.798","1605"
"42334","26.158","1879"
"42335","5.323","3788"
"42336","0","1297"
"42337","0","3423"
"42338","0","2727"
"42339","0","3946"
"42340","0.065","2255"
"42341","4.676","1486"
"42342","0.182","1646"
"42343","0","3542"
"42344","0","1130"
"42345","1.484","1633"
"42346","0.182","3304"
"42347","0.517","1818"
"42348","0","1218"
"42349","0","1183"
"42350","4.179","1096"
"42351","20.643","1112"
"42352","4.2","6840"
"42353","0","3126"
"42354","0.822","5487"
"42355","0","1495"
"42356","0.588","3047"
"42357","5.086","1134"
"42358","2.782","1070"
"42359","0","2832"
"42360","0.049","2021"
"42361","0","14382"
"42362","15.969","2171"
"42363","5.313","1189"
"42364","53.184","1068"
"42365","30.533","3284"
"42366","12.886","1147"
"42367","0.081","3690"
"42368","40.691","2077"
"42369","0.473","1403"
"42370","4.724","1143"
"42371","0","2314"
"42372","1.165","5871"
"42373","38.639","1593"
"42374","52.787","1730"
"42375","1.711","6381"
"42376","3.05","1350"
"42377","0.825","1240"
"42378","8.188","2595"
"42379","1.233","1343"
"42380","0.741","1823"
"42381","5.504","1140"
"42382","4.645","1392"
"42383","1.096","3731"
"42384","0","1330"
"42385","0.378","4259"
"42386","403.5","1543"
"42387","10.9","3953"
"42388","8.201","2226"
"42389","3.461","2371"
"42390","0","1169"
"42391","0","5305"
"42392","16.774","1608"
"42393","3.61","1401"
"42394","0.477","3299"
"42395","0.687","2332"
"42396","4.353","2965"
"42397","0","2739"
"42398","0.402","6905"
"42399","2.476","2203"
"42400","24.253","3768"
"42401","12.785","2328"
"42402","8.347","1119"
"42403","0","1206"
"42404","1.121","1438"
"42405","82.935","2431"
"42406","26.333","1945"
"42407","25.83","4172"
"42408","4.516","8315"
"42409","36.867","1415"
"42410","1.801","2647"
"42411","0.578","4059"
"42412","3.716","1924"
"42413","1.844","2450"
"42414","0.247","6021"
"42415","0.699","1266"
"42416","0","2775"
"42417","12.396","1106"
"42418","5.636","1007"
"42419","57.191","1256"
"42420","5.503","3646"
"42421","0","3382"
"42422","0.042","3044"
"42423","8.699","4230"
"42424","0","3272"
"42425","0","1740"
"42426","0","2930"
"42427","0","1051"
"42428","13.449","10212"
"42429","0.277","1624"
"42430","6.778","1663"
"42431","0","1662"
"42432","29.012","4803"
"42433","2.188","3144"
"42434","0.058","2569"
"42435","30.458","4762"
"42436","0.328","2155"
"42437","0.424","9734"
"42438","0","2031"
"42439","50.619","4059"
"42440","18.249","2188"
"42441","29.651","1099"
"42442","0","6736"
"42443","0.117","1282"
"42444","0.201","4193"
"42445","0.416","4704"
"42446","0.015","6555"
"42447","29.481","2066"
"42448","3.831","1374"
"42449","6.018","1399"
"42450","15.014","1938"
"42451","0.654","2470"
"42452","6.209","3069"
"42453","4.542","1388"
"42454","0.828","1346"
"42455","12.629","1592"
"42456","0.456","1276"
"42457","1.421","1825"
"42458","0.551","1522"
"42459","0","1771"
"42460","0.152","3943"
"42461","2.021","4296"
"42462","69.808","1093"
"42463","0.196","4520"
"42464","5.55","1102"
"42465","9.284","2261"
"42466","0.26","2302"
"42467","28.804","1182"
"42468","0.283","1827"
"42469","11.973","1732"
"42470","50.831","2856"
"42471","63.528","1106"
"42472","12.408","1180"
"42473","2.297","7065"
"42474","74.904","1788"
"42475","1.114","4558"
"42476","0.778","3972"
"42477","5.621","1579"
"42478","0.11","5367"
"42479","4.179","2324"
"42480","0.237","4759"
"42481","32.695","4124"
"42482","1.065","3055"
"42483","0","2455"
"42484","0.507","2278"
"42485","2.797","2553"
"42486","10.632","2120"
"42487","2.304","2043"
"42488","0","1357"
"42489","12.035","2661"
"42490","7.478","1566"
"42491","16.859","1697"
"42492","9.891","2079"
"42493","19.869","1931"
"42494","0","8218"
"42495","16.321","3368"
"42496","2.259","1516"
"42497","0.924","1425"
"42498","27.086","3217"
"42499","5.708","3224"
"42500","5.963","1522"
"42501","2.462","5918"
"42502","1.358","1128"
"42503","5.69","1631"
"42504","0.956","7072"
"42505","5.644","1156"
"42506","0.267","2807"
"42507","6.83","6484"
"42508","2.235","3975"
"42509","0","1569"
"42510","381.756","1727"
"42511","0.043","2558"
"42512","11.337","1044"
"42513","4.157","2560"
"42514","50.988","2348"
"42515","2.093","5224"
"42516","2.917","2220"
"42517","0","3285"
"42518","140.657","1217"
"42519","2.324","1207"
"42520","5.718","1433"
"42521","5.431","2668"
"42522","2.586","2883"
"42523","9.116","1328"
"42524","4.432","1589"
"42525","2.378","2279"
"42526","5.367","1123"
"42527","0","1865"
"42528","3.155","1436"
"42529","0","2866"
"42530","13.833","1559"
"42531","11.018","2273"
"42532","3.098","3630"
"42533","20.998","4097"
"42534","0","3960"
"42535","12.851","1084"
"42536","5.594","3214"
"42537","90.768","2111"
"42538","8.995","1734"
"42539","0.161","6517"
"42540","10.411","2778"
"42541","16.913","3397"
"42542","1.692","2692"
"42543","15.543","1605"
"42544","0.069","4348"
"42545","0.769","1079"
"42546","0.987","1083"
"42547","0.48","3659"
"42548","1.019","3806"
"42549","69.543","1485"
"42550","34.56","1402"
"42551","18.655","1670"
"42552","0.067","3787"
"42553","8.298","3192"
"42554","5.163","1806"
"42555","0.019","3084"
"42556","6.974","3517"
"42557","751.16","1846"
"42558","0","3453"
"42559","14.298","1794"
"42560","3.513","5418"
"42561","7.186","1163"
"42562","2.45","2503"
"42563","10.305","4222"
"42564","5.412","3792"
"42565","27.26","2104"
"42566","1.45","1801"
"42567","6.943","1758"
"42568","2.07","1477"
"42569","0","1233"
"42570","1.273","2638"
"42571","12.663","2857"
"42572","0.226","5841"
"42573","15.161","1270"
"42574","0.034","1734"
"42575","475.249","1440"
"42576","17.133","1406"
"42577","0.064","1426"
"42578","7.497","1954"
"42579","0","2735"
"42580","34.091","1224"
"42581","0.672","3252"
"42582","3.361","7342"
"42583","53.677","1247"
"42584","2.617","4870"
"42585","11.788","3019"
"42586","3.322","5445"
"42587","2.226","2836"
"42588","63.415","1649"
"42589","0","2431"
"42590","0.049","6027"
"42591","0.096","12780"
"42592","6.83","3157"
"42593","23.464","1221"
"42594","1.569","2953"
"42595","8.967","1091"
"42596","7.199","1727"
"42597","1.096","1985"
"42598","41.903","1941"
"42599","16.6","1252"
"42600","1.172","5389"
"42601","0","1768"
"42602","0.276","1003"
"42603","0.976","1589"
"42604","2.361","1358"
"42605","15.164","4727"
"42606","0.281","3072"
"42607","3.049","5850"
"42608","0.227","1319"
"42609","34.057","1463"
"42610","3.236","6095"
"42611","0.463","2547"
"42612","0.887","2959"
"42613","14.057","8244"
"42614","9.073","1282"
"42615","0.022","3526"
"42616","75.496","4411"
"42617","2.369","4795"
"42618","1.393","7771"
"42619","11.218","3011"
"42620","65.196","1662"
"42621","0.135","4981"
"42622","0","1432"
"42623","31.6","1956"
"42624","62.167","1637"
"42625","66.972","2609"
"42626","54.598","1932"
"42627","0.094","2354"
"42628","7.709","1561"
"42629","10.161","1165"
"42630","22.575","5928"
"42631","0","1302"
"42632","1.246","1478"
"42633","3.16","2459"
"42634","6.778","2190"
"42635","2.713","1846"
"42636","5.84","1970"
"42637","7.26","1478"
"42638","2.404","2644"
"42639","24.297","4873"
"42640","0.282","2266"
"42641","19.951","2328"
"42642","33.527","1176"
"42643","2.975","1763"
"42644","2.644","3700"
"42645","5.468","5285"
"42646","0.081","1763"
"42647","0","3008"
"42648","13.878","3531"
"42649","11.828","1201"
"42650","9.29","5075"
"42651","0.196","8263"
"42652","22.199","16507"
"42653","30.992","3226"
"42654","0.134","2240"
"42655","3.416","2916"
"42656","2.478","2276"
"42657","0.06","2491"
"42658","0.099","2831"
"42659","1.869","2044"
"42660","26.317","2495"
"42661","0.084","7907"
"42662","51.215","2346"
"42663","1.021","3443"
"42664","0.265","1606"
"42665","0","1680"
"42666","14.696","4989"
"42667","8.089","1793"
"42668","12.939","4245"
"42669","44.193","3120"
"42670","0.303","1483"
"42671","3.966","7445"
"42672","7.084","2333"
"42673","46.184","6592"
"42674","231.046","1786"
"42675","9.872","1394"
"42676","0","1957"
"42677","6.948","1491"
"42678","1.185","1705"
"42679","0.189","3965"
"42680","1.635","1891"
"42681","0","2515"
"42682","1.341","2205"
"42683","9.317","3420"
"42684","21.057","2089"
"42685","10.854","1820"
"42686","0.672","1411"
"42687","9.867E-3","5169"
"42688","0.497","5236"
"42689","1.763","4772"
"42690","3.328","1127"
"42691","0.234","8587"
"42692","11.93","1859"
"42693","11.226","1100"
"42694","0.245","2444"
"42695","0","1464"
"42696","0.508","1808"
"42697","18.8","1756"
"42698","0.818","1371"
"42699","0","1717"
"42700","40.027","1712"
"42701","0.158","5662"
"42702","7.628","1990"
"42703","0.092","3163"
"42704","1.819","3505"
"42705","37.513","3205"
"42706","15.519","1548"
"42707","12.741","2766"
"42708","0.541","1380"
"42709","0.054","4780"
"42710","2.006","2062"
"42711","6.147","1117"
"42712","4.394","5962"
"42713","0","1323"
"42714","0.152","11218"
"42715","45.108","7039"
"42716","15.702","1086"
"42717","10.954","1128"
"42718","1.414","1808"
"42719","6.138","1160"
"42720","0","1277"
"42721","0","3256"
"42722","0","3551"
"42723","0","2370"
"42724","0.169","4845"
"42725","0","3314"
"42726","0","1590"
"42727","39.576","2004"
"42728","3.453","1265"
"42729","11.023","2111"
"42730","0","1163"
"42731","0.049","1195"
"42732","0.683","4531"
"42733","15.678","3859"
"42734","2.386","1137"
"42735","4.639","6076"
"42736","6.379","2156"
"42737","3.948","2848"
"42738","3.068","1680"
"42739","0.446","4725"
"42740","27.682","2789"
"42741","6.149","1115"
"42742","60.296","6469"
"42743","7.646","1182"
"42744","11.525","2041"
"42745","32.118","1412"
"42746","6.037","1095"
"42747","9.871","2865"
"42748","1.819","1164"
"42749","3.293","3169"
"42750","0","1826"
"42751","1.693","1684"
"42752","1.829","1366"
"42753","0.158","3752"
"42754","1.765","1942"
"42755","15.216","1175"
"42756","1.684","5487"
"42757","0","3460"
"42758","0","5203"
"42759","0","6401"
"42760","0.118","5071"
"42761","0","1270"
"42762","2.202","1289"
"42763","4.351","10866"
"42764","0.263","1141"
"42765","0.782","1274"
"42766","11.039","1241"
"42767","15.402","1056"
"42768","4.408","1242"
"42769","17.87","1404"
"42770","203.137","1203"
"42771","6.988","2855"
"42772","0.217","6819"
"42773","2.325","1402"
"42774","2.127","1738"
"42775","5.911","2597"
"42776","2.248","1575"
"42777","0","1242"
"42778","0.027","11707"
"42779","53.651","1655"
"42780","5.615","3509"
"42781","70.722","1689"
"42782","0","2576"
"42783","0.093","5671"
"42784","3.401","7509"
"42785","0.139","3852"
"42786","0.222","1326"
"42787","11.572","4153"
"42788","8.587","2401"
"42789","0.064","6519"
"42790","0.055","5438"
"42791","0","1929"
"42792","0.361","3981"
"42793","1.431","1368"
"42794","0.811","12199"
"42795","3.945","2299"
"42796","3.106","1409"
"42797","24.52","2010"
"42798","0","4808"
"42799","4.898","3011"
"42800","0.135","7015"
"42801","50.374","3536"
"42802","8.916","1629"
"42803","28.971","2600"
"42804","0.558","1905"
"42805","0.249","2893"
"42806","0.327","2168"
"42807","0","1402"
"42808","16.744","1184"
"42809","33.366","3712"
"42810","8.148","1131"
"42811","17.997","1055"
"42812","4.591","1317"
"42813","8.413","1562"
"42814","31.096","4841"
"42815","0.596","2359"
"42816","16.66","2688"
"42817","2.692","3395"
"42818","0","3125"
"42819","0.383","1094"
"42820","36.598","2926"
"42821","0.717","1463"
"42822","0.49","2716"
"42823","0.655","1441"
"42824","108.707","2373"
"42825","5.9","7893"
"42826","13.105","2635"
"42827","1.492","2684"
"42828","5.247","5889"
"42829","2.246","11772"
"42830","0.823","2259"
"42831","53.706","1901"
"42832","74.91","1563"
"42833","38.871","3836"
"42834","5.827","4300"
"42835","2.5","1467"
"42836","2.345","1604"
"42837","0.109","2746"
"42838","0","1450"
"42839","0.43","1841"
"42840","14.061","7735"
"42841","27.622","1880"
"42842","23.795","2748"
"42843","9.355","1060"
"42844","1.749","1558"
"42845","0.215","1376"
"42846","0.15","1961"
"42847","0","3446"
"42848","0.871","8529"
"42849","2.597","1103"
"42850","29.291","1121"
"42851","0.226","4219"
"42852","2.993","1627"
"42853","0.143","1624"
"42854","0.114","1315"
"42855","1.179","2711"
"42856","19.219","2361"
"42857","0.327","3584"
"42858","61.962","1650"
"42859","12.742","1326"
"42860","2.728","1367"
"42861","5.955","1628"
"42862","5.104","3608"
"42863","1.345","2489"
"42864","1.21","1226"
"42865","0","1110"
"42866","7.101","1153"
"42867","1.947","7141"
"42868","0","1635"
"42869","0","1144"
"42870","0.065","6966"
"42871","2.217","1088"
"42872","2.019","2414"
"42873","28.267","1193"
"42874","0.593","1317"
"42875","0","2170"
"42876","8.168","2224"
"42877","2.626","2053"
"42878","1.753","3515"
"42879","5.878","3864"
"42880","3.069","1704"
"42881","9.397","1893"
"42882","0.019","15553"
"42883","3.809","2191"
"42884","2.372","3272"
"42885","2.249","1196"
"42886","33.655","1274"
"42887","0","2772"
"42888","2.668","1598"
"42889","0.478","2158"
"42890","0","1427"
"42891","0.248","8508"
"42892","19.67","2297"
"42893","48.858","3737"
"42894","0","4416"
"42895","36.912","1109"
"42896","46.575","2204"
"42897","0.354","2957"
"42898","0","3906"
"42899","0.225","7640"
"42900","0","1331"
"42901","5.035","1493"
"42902","15.282","2957"
"42903","0.348","5286"
"42904","3.699","1447"
"42905","142.621","1622"
"42906","7.721","1189"
"42907","5.929","5890"
"42908","0","2264"
"42909","0","3204"
"42910","0.12","4785"
"42911","0.832","1860"
"42912","14.21","1298"
"42913","0.26","3688"
"42914","0","1475"
"42915","0.268","1669"
"42916","2.262","8049"
"42917","21.799","1946"
"42918","1.783","6284"
"42919","0.154","6750"
"42920","0.979","2485"
"42921","11.631","2528"
"42922","0.098","11101"
"42923","18.617","2537"
"42924","26.505","1424"
"42925","9.461","1719"
"42926","0.398","1132"
"42927","0.119","1408"
"42928","0.07","1564"
"42929","46.688","4237"
"42930","9.639","2144"
"42931","16.869","1147"
"42932","3.057","3908"
"42933","0","2456"
"42934","12.467","1880"
"42935","6.423","2624"
"42936","63.232","5768"
"42937","54.358","1140"
"42938","34.44","7401"
"42939","5.144","1495"
"42940","0.95","1771"
"42941","0.805","16046"
"42942","16.292","1285"
"42943","1.834","1929"
"42944","3.035","1043"
"42945","3.078","1138"
"42946","147.556","1078"
"42947","9.685","1119"
"42948","3.767","1144"
"42949","0.931","1051"
"42950","2.582","4749"
"42951","877.474","1299"
"42952","6.989","5638"
"42953","2.06","1755"
"42954","2.265","2429"
"42955","8.212","3180"
"42956","91.144","4581"
"42957","2.202","3481"
"42958","50.75","2832"
"42959","9.818","2369"
"42960","18.652","3797"
"42961","8.286","1225"
"42962","0.153","1683"
"42963","0.342","2308"
"42964","1.458","2665"
"42965","5.566","4186"
"42966","0.34","3930"
"42967","0.157","2662"
"42968","1.969","1649"
"42969","3.041","1110"
"42970","6.245","4612"
"42971","1.407","1648"
"42972","1.745","1892"
"42973","1.127","1130"
"42974","0.776","1387"
"42975","2.715","1585"
"42976","0.116","7717"
"42977","4.857","12330"
"42978","6.642","1355"
"42979","19.99","2125"
"42980","28.508","1410"
"42981","61.419","2340"
"42982","0","11765"
"42983","92.066","1475"
"42984","0.141","3103"
"42985","103.592","2772"
"42986","1.005","1252"
"42987","4.354","1179"
"42988","47.765","1022"
"42989","2.297","5125"
"42990","48.852","4708"
"42991","29.874","1874"
"42992","0.705","2105"
"42993","0.109","16612"
"42994","13.394","1461"
"42995","1.776","8637"
"42996","27.617","3256"
"42997","1.029","3816"
"42998","1.074","4185"
"42999","52.569","1490"
"43000","0","1138"
"43001","0.036","1599"
"43002","2.882","1856"
"43003","9.225","2362"
"43004","0","1190"
"43005","8.551","1086"
"43006","18.623","3753"
"43007","1.593","5420"
"43008","3.549","3195"
"43009","0.505","3262"
"43010","52.026","7032"
"43011","7.487","1433"
"43012","0","1230"
"43013","2.844","2644"
"43014","8.753","2119"
"43015","0.411","1466"
"43016","2.925","3986"
"43017","17.47","1155"
"43018","31.317","1450"
"43019","0","1140"
"43020","1.988","12262"
"43021","2.505","1886"
"43022","0.454","3753"
"43023","3.338","1110"
"43024","12.07","2764"
"43025","0.156","2545"
"43026","0.228","1928"
"43027","2.331","1572"
"43028","35.982","1058"
"43029","6.477","1498"
"43030","3.763","1715"
"43031","0.215","1652"
"43032","13.906","1085"
"43033","5.842","1377"
"43034","0.061","3325"
"43035","9.596","3573"
"43036","5.457","3990"
"43037","4.827","2093"
"43038","3.499","2961"
"43039","8.023","1344"
"43040","4.995","1696"
"43041","1.527","2417"
"43042","0.094","6352"
"43043","17.792","1097"
"43044","0.227","6735"
"43045","0.992","1765"
"43046","1.396","2427"
"43047","13.177","2541"
"43048","12.822","1199"
"43049","2.398","1247"
"43050","0.273","1577"
"43051","34.517","1920"
"43052","1.12","1312"
"43053","1.548","1661"
"43054","10.52","1114"
"43055","0.235","2408"
"43056","0.103","4012"
"43057","0.185","5034"
"43058","104.921","1132"
"43059","50.293","1733"
"43060","0.363","3373"
"43061","2.772","1308"
"43062","3.421","1164"
"43063","10.897","1966"
"43064","0.403","7406"
"43065","0.286","1448"
"43066","1.229","1279"
"43067","2.278","1635"
"43068","2.414","5255"
"43069","5.897","2109"
"43070","9.614","1659"
"43071","102.771","1403"
"43072","2.577","1110"
"43073","5.13","2620"
"43074","0.104","5794"
"43075","79.904","2407"
"43076","3.819","1576"
"43077","0","8457"
"43078","82.565","2355"
"43079","1.779","1575"
"43080","0.137","1856"
"43081","11.09","1127"
"43082","11.037","4683"
"43083","0","1242"
"43084","5.404","1335"
"43085","30.37","2704"
"43086","0","6657"
"43087","13.812","1040"
"43088","6.403","3686"
"43089","37.563","6922"
"43090","33.099","2912"
"43091","34.599","2524"
"43092","4.551","3167"
"43093","1.782","3233"
"43094","7.168","4336"
"43095","5.491","2159"
"43096","5.886","2351"
"43097","16.151","3302"
"43098","5.548","5868"
"43099","24.156","1254"
"43100","0.116","1293"
"43101","0","1237"
"43102","2.537","1525"
"43103","4.745","1580"
"43104","1.511","1134"
"43105","0.314","4460"
"43106","43.953","1393"
"43107","0.473","1384"
"43108","2.034","4325"
"43109","0.574","3170"
"43110","8.226","1896"
"43111","0.346","2604"
"43112","1.587","1370"
"43113","22.01","1337"
"43114","18.229","1260"
"43115","2.732","1415"
"43116","5.379","1046"
"43117","16.335","2431"
"43118","13.902","1930"
"43119","0.144","3954"
"43120","8.013","2484"
"43121","0","1073"
"43122","22.104","1241"
"43123","0.404","9416"
"43124","0.493","1211"
"43125","0.103","4365"
"43126","13.395","2217"
"43127","19.608","2480"
"43128","0.076","1059"
"43129","371.091","2120"
"43130","52.657","3386"
"43131","6.848","3617"
"43132","67.852","5667"
"43133","1.193","8156"
"43134","10.115","1829"
"43135","4.355","1865"
"43136","1.929","2195"
"43137","0","2491"
"43138","0.285","18797"
"43139","1.569","1330"
"43140","2.293","1152"
"43141","0","5791"
"43142","1.067","1405"
"43143","0","5238"
"43144","11.825","1457"
"43145","8.754","4826"
"43146","13.364","1171"
"43147","0","5752"
"43148","0","3969"
"43149","1.689","1130"
"43150","0.092","3265"
"43151","0","1262"
"43152","15.057","1866"
"43153","0","1267"
"43154","3.335","2558"
"43155","0","2123"
"43156","33.838","1839"
"43157","0.694","1659"
"43158","0.426","3469"
"43159","1.715","1573"
"43160","36.088","2535"
"43161","0","1100"
"43162","6.452","1023"
"43163","3.299","3477"
"43164","7.918","1447"
"43165","1.827","2080"
"43166","1.011","2842"
"43167","1.452","1106"
"43168","0","3197"
"43169","2.244","1293"
"43170","7.513","3619"
"43171","0.628","1864"
"43172","2.202","3879"
"43173","4.751","3112"
"43174","3.153","2701"
"43175","13.976","2762"
"43176","7.226","6110"
"43177","1.312","4788"
"43178","0.061","4338"
"43179","1.819","2068"
"43180","0.307","1714"
"43181","4.49","1944"
"43182","17.088","5672"
"43183","10.13","1102"
"43184","34.219","1003"
"43185","0.962","1168"
"43186","17.895","2136"
"43187","1.519","5613"
"43188","4.145","2672"
"43189","0","1454"
"43190","67.675","1186"
"43191","2.202","3559"
"43192","0.497","7976"
"43193","0","2987"
"43194","57.456","1558"
"43195","0.079","3796"
"43196","0.132","1139"
"43197","22.415","2979"
"43198","3.987","1777"
"43199","0.279","3932"
"43200","0","2036"
"43201","0","3980"
"43202","0","3418"
"43203","3.149","1969"
"43204","0","1203"
"43205","0.27","5106"
"43206","0","3436"
"43207","3.806","2097"
"43208","0.053","5434"
"43209","0.248","1956"
"43210","0.244","10000"
"43211","1.437","1390"
"43212","0.099","6033"
"43213","22.647","1205"
"43214","34.665","1560"
"43215","0.445","1100"
"43216","2.194","2477"
"43217","54.293","2286"
"43218","1.26","1145"
"43219","0","2884"
"43220","0.902","3888"
"43221","4.377","1277"
"43222","58.852","1491"
"43223","36.449","1407"
"43224","2.871","1632"
"43225","1.36","2815"
"43226","0","2509"
"43227","23.346","1415"
"43228","2.232","1124"
"43229","2.447","1051"
"43230","7.75","2211"
"43231","10.905","2379"
"43232","4.152","1482"
"43233","40.938","2070"
"43234","8.716","1338"
"43235","43.08","1317"
"43236","4.905","10667"
"43237","67.031","2012"
"43238","0.097","1406"
"43239","22.112","1668"
"43240","0","1463"
"43241","0.038","2194"
"43242","8.8","1458"
"43243","11.078","1327"
"43244","13","1082"
"43245","0","1186"
"43246","7.974","3720"
"43247","0.159","2879"
"43248","3.59","3016"
"43249","32.43","1318"
"43250","1.393","4118"
"43251","4.919","1332"
"43252","6.792","3537"
"43253","0.773","1155"
"43254","8.699","1239"
"43255","0","1302"
"43256","4.784","13560"
"43257","4.244","6794"
"43258","8.662","3748"
"43259","3.567","1278"
"43260","19.694","8421"
"43261","0.224","4234"
"43262","2.034","1564"
"43263","26.854","1392"
"43264","67.252","3076"
"43265","86.434","2253"
"43266","0","2390"
"43267","2.462","1637"
"43268","1.894","6324"
"43269","0.108","8270"
"43270","0.46","1890"
"43271","0","1227"
"43272","0.103","2728"
"43273","0","1193"
"43274","1.352","5273"
"43275","4.024","3608"
"43276","8.019","1843"
"43277","7.219","1618"
"43278","0","1680"
"43279","22.316","3558"
"43280","0","3340"
"43281","15.45","2341"
"43282","88.472","3788"
"43283","0.367","3372"
"43284","0.115","5930"
"43285","10.008","2031"
"43286","11.851","2803"
"43287","0.827","2066"
"43288","0.097","2081"
"43289","0.271","6755"
"43290","3.706","2258"
"43291","3.861","2819"
"43292","2.79","10175"
"43293","9.275","1737"
"43294","8.435","1506"
"43295","0","2165"
"43296","0.552","1086"
"43297","0","3308"
"43298","0","2886"
"43299","51.986","4011"
"43300","66.767","1144"
"43301","1.779","1079"
"43302","9.374","1225"
"43303","0.275","3579"
"43304","92.654","3634"
"43305","1.065","1228"
"43306","4.951","1110"
"43307","25.313","1342"
"43308","46.277","1478"
"43309","3.352","1055"
"43310","0","1795"
"43311","0.282","2117"
"43312","0.273","1838"
"43313","9.707","1141"
"43314","6.347","3904"
"43315","6.378","2536"
"43316","1.882","1956"
"43317","12.496","1194"
"43318","2.471","2923"
"43319","0.217","2894"
"43320","9.759","3050"
"43321","5.915","3665"
"43322","2.772","2963"
"43323","0","4352"
"43324","0.95","4176"
"43325","8.689","1882"
"43326","0.066","1933"
"43327","3.68","7894"
"43328","2.049","6716"
"43329","3.435","1735"
"43330","10.607","2231"
"43331","10.387","1427"
"43332","8.654","3563"
"43333","15.572","3470"
"43334","2.327","1443"
"43335","0.101","1161"
"43336","1.213","1830"
"43337","6.245","1047"
"43338","0","4105"
"43339","54.591","1568"
"43340","4.145","4212"
"43341","1.808","1092"
"43342","7.196","1681"
"43343","43.22","4540"
"43344","0","1970"
"43345","5.288","3197"
"43346","2.665","3810"
"43347","0.215","1398"
"43348","4.811","1827"
"43349","7.619","1177"
"43350","0.19","6611"
"43351","0.705","1625"
"43352","0","1029"
"43353","1.049","4293"
"43354","8.649","1897"
"43355","13.57","2932"
"43356","0.19","5508"
"43357","43.097","3983"
"43358","9.212","1483"
"43359","6.596","2003"
"43360","53.849","4018"
"43361","2.025","1085"
"43362","0.338","8019"
"43363","0","1416"
"43364","26.054","10810"
"43365","3.162","2198"
"43366","12.098","2323"
"43367","26.491","2382"
"43368","0","3229"
"43369","0.055","5450"
"43370","0","1569"
"43371","11.032","2792"
"43372","4.273","2866"
"43373","13.945","1611"
"43374","13.78","2892"
"43375","87.796","1852"
"43376","0","1641"
"43377","0","2137"
"43378","19.132","2046"
"43379","2.739","1841"
"43380","0.053","2837"
"43381","3.212","2240"
"43382","3.379","9516"
"43383","3.385","2283"
"43384","2.237","1664"
"43385","0.851","1024"
"43386","4.846","1829"
"43387","0.839","6449"
"43388","0","1298"
"43389","4.886","1878"
"43390","0","1791"
"43391","10.139","6508"
"43392","0.127","1178"
"43393","0.888","1579"
"43394","73.455","1338"
"43395","9.215","3158"
"43396","1.761","2179"
"43397","34.858","1899"
"43398","3.187","5482"
"43399","0","5997"
"43400","33.783","3242"
"43401","0.041","3494"
"43402","16.134","4348"
"43403","7.559","6095"
"43404","7.057","2836"
"43405","1.816","5292"
"43406","3.109","5520"
"43407","16.687","2416"
"43408","0.185","1108"
"43409","0","1229"
"43410","2.218","3379"
"43411","22.152","2647"
"43412","9.339","2888"
"43413","0.029","5227"
"43414","10.625","2893"
"43415","2.367","1742"
"43416","1.313","3079"
"43417","2.029","3887"
"43418","0.676","1323"
"43419","0","2936"
"43420","0.713","1213"
"43421","13.575","3342"
"43422","0.111","1346"
"43423","0","7655"
"43424","14.28","4578"
"43425","0.211","13704"
"43426","34.554","1319"
"43427","6.067","1712"
"43428","0.168","7509"
"43429","0.842","1231"
"43430","105.339","1373"
"43431","0.235","1193"
"43432","29.417","1055"
"43433","55.594","3988"
"43434","2.188","4111"
"43435","11.765","1134"
"43436","19.251","2117"
"43437","22.516","2195"
"43438","0.072","4053"
"43439","27.733","1285"
"43440","87.167","1536"
"43441","0","1134"
"43442","2.246","2588"
"43443","0.072","2642"
"43444","12.061","1860"
"43445","0","1098"
"43446","0.211","3342"
"43447","0.28","3175"
"43448","0.323","4284"
"43449","0.654","12122"
"43450","23.566","1223"
"43451","0","1124"
"43452","44.557","1193"
"43453","0","1780"
"43454","2.421","1854"
"43455","5.378","1390"
"43456","26.86","2505"
"43457","14","1046"
"43458","1.416","3059"
