"Name","Average coverage","Reference length"
"11808","546.075","2457"
"11809","28.516","6996"
"11810","69.381","2042"
"11811","9.969","2230"
"11812","43.437","11188"
"11813","16.461","2744"
"11814","9.572","4453"
"11815","73.451","2064"
"11816","65.047","4836"
"11817","122.806","1218"
"11818","18.057","2165"
"11819","34.864","28423"
"11820","16.945","42015"
"11821","10.466","1590"
"11822","37.861","13663"
"11823","225.837","1214"
"11824","1445.149","1225"
"11825","36.706","24824"
"11826","100.915","2008"
"11827","20.891","2477"
"11828","137.723","2023"
"11829","43.696","1581"
"11830","11.612","2933"
"11831","121.808","22412"
"11832","175.177","13021"
"11833","372.831","2312"
"11834","45.238","4100"
"11835","4.369","1124"
"11836","62.393","24002"
"11837","171.884","2460"
"11838","42.079","2102"
"11839","105.535","6486"
"11840","13.704","2308"
"11841","148.746","2768"
"11842","113.065","5228"
"11843","9.328","2287"
"11844","68.672","8771"
"11845","61.044","2234"
"11846","42.098","5915"
"11847","19.613","2418"
"11848","65.909","2591"
"11849","38.611","3098"
"11850","105.456","9751"
"11851","12.784","3063"
"11852","23.38","1926"
"11853","56.203","8817"
"11854","22.008","1536"
"11855","13.557","2334"
"11856","47.689","1447"
"11857","728.211","1588"
"11858","114.994","2424"
"11859","22.274","4969"
"11860","19.14","1590"
"11861","65.794","3580"
"11862","60.577","4380"
"11863","95.457","1286"
"11864","16.542","1327"
"11865","11.601","1833"
"11866","31.052","5641"
"11867","1604.96","1272"
"11868","24.565","1310"
"11869","18.168","4280"
"11870","10.15","1143"
"11871","49.042","1249"
"11872","85.378","2391"
"11873","91.694","2194"
"11874","116.018","6116"
"11875","54.661","5228"
"11876","24.514","2981"
"11877","60.023","5111"
"11878","141.832","5194"
"11879","10.625","1351"
"11880","16.886","8320"
"11881","13.923","3979"
"11882","17.835","3289"
"11883","60.717","8121"
"11884","19.877","1831"
"11885","40.303","21671"
"11886","9.352","1964"
"11887","114.826","1348"
"11888","24.538","3253"
"11889","1648.235","1076"
"11890","76.316","5295"
"11891","32.194","2110"
"11892","9.344","2111"
"11893","86.834","9875"
"11894","22.706","3123"
"11895","80.125","2319"
"11896","99.213","9988"
"11897","171.535","1793"
"11898","10.057","1709"
"11899","11.372","2915"
"11900","9.34","1688"
"11901","24.483","3903"
"11902","25.787","2897"
"11903","26.321","12999"
"11904","28.534","6207"
"11905","18.049","2540"
"11906","80.783","3738"
"11907","177.272","3152"
"11908","225.101","8404"
"11909","22.715","1642"
"11910","89.974","1978"
"11911","74.181","3582"
"11912","10.902","5009"
"11913","35.987","7947"
"11914","60.558","14004"
"11915","69.015","3071"
"11916","55.465","3235"
"11917","96.908","4461"
"11918","10.266","1031"
"11919","12.868","7668"
"11920","60.489","3187"
"11921","299.528","1414"
"11922","55.824","1589"
"11923","25.451","2014"
"11924","13.366","4367"
"11925","67.265","3386"
"11926","103.849","1272"
"11927","86.468","4599"
"11928","1017.056","1723"
"11929","437.321","4180"
"11930","13.505","1960"
"11931","489.226","2537"
"11932","16.384","2043"
"11933","10.838","1877"
"11934","115.494","1013"
"11935","53.206","30108"
"11936","57.787","3007"
"11937","11.473","2473"
"11938","100.971","3122"
"11939","74.952","7016"
"11940","37.581","6529"
"11941","18.632","4673"
"11942","8.485","1342"
"11943","67.566","2855"
"11944","46.3","4255"
"11945","55.342","4577"
"11946","88.314","3454"
"11947","73.493","2478"
"11948","21.201","9223"
"11949","11.544","3087"
"11950","30.357","1519"
"11951","25.608","12885"
"11952","72.73","4097"
"11953","10.053","3463"
"11954","13.638","1162"
"11955","28.042","15966"
"11956","119.066","5676"
"11957","49.208","1611"
"11958","25.337","3967"
"11959","151.749","6896"
"11960","26.663","3996"
"11961","65.93","16604"
"11962","112.464","2184"
"11963","40.38","1810"
"11964","121.6","1317"
"11965","15.047","10842"
"11966","56.97","3478"
"11967","60.298","4872"
"11968","14.09","8521"
"11969","38.052","5933"
"11970","22.626","1001"
"11971","544.616","4301"
"11972","17.59","1468"
"11973","69.162","5821"
"11974","161.044","7234"
"11975","1441.3","1127"
"11976","26.427","1827"
"11977","19.625","5302"
"11978","12.73","5214"
"11979","11.643","2796"
"11980","69.861","2763"
"11981","51.401","16664"
"11982","35.491","2078"
"11983","81.727","6212"
"11984","90.301","2817"
"11985","28.493","4841"
"11986","19.683","1757"
"11987","120.846","2913"
"11988","52.195","7109"
"11989","23.735","8306"
"11990","13.062","4450"
"11991","12.601","3133"
"11992","82.135","1864"
"11993","18.935","3141"
"11994","95.735","1843"
"11995","9.551","3381"
"11996","17.324","1481"
"11997","183.312","4966"
"11998","118.509","1976"
"11999","59.451","3567"
"12000","164.821","3219"
"12001","12.678","3271"
"12002","40.455","5152"
"12003","20.984","22403"
"12004","60.432","2870"
"12005","114.97","1451"
"12006","31.773","18967"
"12007","62.992","4778"
"12008","19.264","3702"
"12009","415.872","1142"
"12010","13.817","3470"
"12011","48.559","3663"
"12012","38.487","43293"
"12013","27.862","6897"
"12014","72.264","4001"
"12015","93.849","3739"
"12016","8.248","1503"
"12017","16.124","6088"
"12018","12.077","1731"
"12019","29.548","2951"
"12020","82.869","5130"
"12021","14.12","9473"
"12022","180.166","2639"
"12023","59.503","1143"
"12024","17.909","8264"
"12025","6.607","1043"
"12026","19.701","3182"
"12027","20.258","7596"
"12028","37.697","12957"
"12029","296.175","2449"
"12030","34.063","2255"
"12031","23.715","4149"
"12032","202.715","2402"
"12033","97.409","1931"
"12034","26.746","9851"
"12035","34.807","3897"
"12036","15.717","1392"
"12037","19.062","1330"
"12038","119.795","1939"
"12039","34.054","45026"
"12040","38.836","8018"
"12041","13.58","3398"
"12042","14.014","2471"
"12043","185.144","6646"
"12044","43.973","2501"
"12045","90.51","3238"
"12046","99.133","1407"
"12047","112.929","4968"
"12048","15.172","1967"
"12049","31.141","6855"
"12050","137.214","3686"
"12051","10.164","1362"
"12052","7.153","1205"
"12053","108.246","1067"
"12054","11.599","3664"
"12055","16.509","4635"
"12056","61.759","1607"
"12057","45.686","2500"
"12058","13.857","7497"
"12059","8.419","1139"
"12060","35.609","3163"
"12061","11.235","3150"
"12062","15.856","2239"
"12063","9.026","1098"
"12064","39.669","11602"
"12065","145.799","2487"
"12066","62.149","2975"
"12067","14.144","3810"
"12068","17.679","2043"
"12069","458.045","1291"
"12070","13.019","12980"
"12071","197.033","3405"
"12072","53.061","8719"
"12073","25.262","8198"
"12074","11.35","2673"
"12075","92.235","2227"
"12076","167.423","5805"
"12077","17.581","3803"
"12078","15.007","2309"
"12079","8.136","1038"
"12080","57.566","8709"
"12081","16.59","2032"
"12082","15.911","5402"
"12083","11.401","1590"
"12084","489.197","2750"
"12085","63.795","2181"
"12086","12.183","1302"
"12087","13.596","2036"
"12088","654.457","1138"
"12089","8.19","2894"
"12090","43.906","30456"
"12091","12.066","7206"
"12092","16.281","2949"
"12093","32.751","2930"
"12094","13.276","15608"
"12095","12.427","3497"
"12096","35.466","7477"
"12097","15.369","23908"
"12098","166.994","2208"
"12099","171.249","2489"
"12100","81.189","7796"
"12101","116.102","4195"
"12102","143.588","2326"
"12103","19.861","5462"
"12104","21.744","7325"
"12105","539.689","1992"
"12106","17.335","3772"
"12107","128.991","1181"
"12108","32.08","3119"
"12109","54.231","1874"
"12110","45.031","1630"
"12111","11.584","3633"
"12112","16.723","3725"
"12113","14.739","2685"
"12114","84.269","1465"
"12115","15.381","1688"
"12116","16.768","3124"
"12117","40.226","2566"
"12118","12.957","4072"
"12119","22.198","17458"
"12120","13.062","3076"
"12121","13.584","3016"
"12122","38.081","4636"
"12123","102.353","3292"
"12124","32.095","8269"
"12125","7.569","1163"
"12126","32.401","1664"
"12127","44.807","6325"
"12128","230.276","3051"
"12129","46.212","19435"
"12130","14.769","2324"
"12131","51.87","1431"
"12132","11.386","1902"
"12133","40.779","5408"
"12134","40.357","1291"
"12135","9.41","2538"
"12136","274.83","2438"
"12137","13.264","1419"
"12138","61.981","32756"
"12139","674.686","1361"
"12140","18.308","8718"
"12141","79.731","8129"
"12142","13.296","2188"
"12143","25.92","1357"
"12144","22.115","6246"
"12145","21.895","7312"
"12146","180.484","1514"
"12147","34.479","6891"
"12148","250.589","3448"
"12149","56.527","8825"
"12150","65.042","5571"
"12151","107.422","2525"
"12152","162.352","5144"
"12153","30.855","2120"
"12154","160.187","5749"
"12155","138.489","1502"
"12156","12.097","4857"
"12157","85.601","4678"
"12158","11.437","5030"
"12159","11.469","1464"
"12160","6.53","1741"
"12161","56.238","7615"
"12162","58.015","1199"
"12163","152.657","6670"
"12164","77.069","4412"
"12165","11.049","1388"
"12166","19.504","5957"
"12167","32.247","22420"
"12168","16.88","17524"
"12169","89.698","2484"
"12170","8.817","1922"
"12171","1055.32","2654"
"12172","25.286","13051"
"12173","93.906","2288"
"12174","19.397","2821"
"12175","9.724","1509"
"12176","55.199","1529"
"12177","39.632","3833"
"12178","10.073","6473"
"12179","33.653","10883"
"12180","52.514","18531"
"12181","11.662","1353"
"12182","151.703","2858"
"12183","42.556","1510"
"12184","14.283","5926"
"12185","9.049","9408"
"12186","9.121","3019"
"12187","229.855","2490"
"12188","39.574","1159"
"12189","8.94","1648"
"12190","9.71","2918"
"12191","51.233","5672"
"12192","37.175","6727"
"12193","32.284","1744"
"12194","56.023","1232"
"12195","88.968","2278"
"12196","26.437","17061"
"12197","12.518","5766"
"12198","25.195","12293"
"12199","87.123","1060"
"12200","8.295","1290"
"12201","103.866","1272"
"12202","75.57","1690"
"12203","19.742","1395"
"12204","12.862","2826"
"12205","20.495","7589"
"12206","8.391","1308"
"12207","29.097","14350"
"12208","15.612","7586"
"12209","54.491","4399"
"12210","115.909","5391"
"12211","212.565","1498"
"12212","25.949","24257"
"12213","31.414","28966"
"12214","66.242","2690"
"12215","35.492","2971"
"12216","91.329","9408"
"12217","68.564","4610"
"12218","33.107","6176"
"12219","99.961","3006"
"12220","162.025","12688"
"12221","20.911","3548"
"12222","1534.438","1662"
"12223","24.768","1114"
"12224","15.583","25754"
"12225","55.207","4286"
"12226","8.719","2087"
"12227","32.696","3122"
"12228","41.03","10239"
"12229","7.614","1923"
"12230","39.878","1303"
"12231","14.18","15594"
"12232","1993.263","1673"
"12233","51.497","3051"
"12234","63.927","4763"
"12235","29.993","6260"
"12236","30.603","10447"
"12237","95.252","1192"
"12238","145.969","9853"
"12239","15.038","1733"
"12240","71.473","2233"
"12241","20.058","1806"
"12242","24.49","3442"
"12243","83.239","2819"
"12244","14.654","9555"
"12245","11.996","1273"
"12246","16.37","4779"
"12247","96.749","4333"
"12248","14.127","1670"
"12249","30.007","1926"
"12250","19.724","2337"
"12251","67.734","1801"
"12252","152.907","2351"
"12253","86.082","2018"
"12254","20.523","1235"
"12255","14.581","1369"
"12256","121.998","5748"
"12257","69.307","2280"
"12258","32.636","5307"
"12259","111.437","12527"
"12260","55.133","1522"
"12261","9.334","2077"
"12262","31.745","2592"
"12263","271.871","15553"
"12264","14.869","7204"
"12265","78.329","13826"
"12266","15.985","14160"
"12267","1494.213","1181"
"12268","55.82","2519"
"12269","87.557","1955"
"12270","48.121","1105"
"12271","41.367","1073"
"12272","12.208","1423"
"12273","202.578","1848"
"12274","15.216","2989"
"12275","286.109","1497"
"12276","87.375","4954"
"12277","69.95","2433"
"12278","27.312","2470"
"12279","248.03","1931"
"12280","92.65","4336"
"12281","348.876","2320"
"12282","34.674","1278"
"12283","28.065","8514"
"12284","143.185","1711"
"12285","274.248","4695"
"12286","18.899","2933"
"12287","13.778","6189"
"12288","28.453","3340"
"12289","10.09","5060"
"12290","41.282","23506"
"12291","41.803","2920"
"12292","217.803","1111"
"12293","328.291","1053"
"12294","54.072","1850"
"12295","14.842","1896"
"12296","199.991","2509"
"12297","94.732","8666"
"12298","42.978","1899"
"12299","33.183","1123"
"12300","52.634","26038"
"12301","173.701","3847"
"12302","35.813","22327"
"12303","65.613","5562"
"12304","91.035","1129"
"12305","35.519","17976"
"12306","62.128","1564"
"12307","42.083","18836"
"12308","75.497","9550"
"12309","26.832","2519"
"12310","93.411","5642"
"12311","35.081","2098"
"12312","11.468","4027"
"12313","35.659","1040"
"12314","18.771","9289"
"12315","84.868","1844"
"12316","150.71","5795"
"12317","474.493","1263"
"12318","29.29","2086"
"12319","29.021","4368"
"12320","253.914","2153"
"12321","52.121","1553"
"12322","13.722","6956"
"12323","27.553","1172"
"12324","45.704","1793"
"12325","1008.752","1035"
"12326","15.118","2961"
"12327","39.481","2977"
"12328","21.348","2068"
"12329","19.524","4772"
"12330","33.63","3701"
"12331","17.176","2898"
"12332","127.598","24747"
"12333","16.363","7002"
"12334","154.6","3560"
"12335","120.245","8470"
"12336","146.905","1149"
"12337","21.575","4922"
"12338","199.897","2454"
"12339","16.931","1861"
"12340","17.463","2083"
"12341","58.793","9830"
"12342","230.613","5135"
"12343","23.964","2321"
"12344","6.292","1215"
"12345","26.547","13262"
"12346","38.179","2385"
"12347","27.909","3099"
"12348","44.786","15301"
"12349","51.527","1845"
"12350","134.666","1763"
"12351","9.606","4066"
"12352","35.456","1353"
"12353","9.873","2530"
"12354","97.45","1650"
"12355","302.589","1175"
"12356","54.559","1573"
"12357","29.164","8262"
"12358","140.329","7187"
"12359","15.188","8838"
"12360","12.204","3061"
"12361","5.443","1093"
"12362","10.2","4179"
"12363","50.068","8065"
"12364","216.53","3935"
"12365","53.335","1046"
"12366","65.51","2528"
"12367","24.379","10329"
"12368","31.578","6796"
"12369","43.678","1144"
"12370","120.352","5160"
"12371","11.343","3603"
"12372","16.253","3472"
"12373","950.816","1085"
"12374","74.081","2090"
"12375","51.571","1701"
"12376","20.991","10972"
"12377","132.363","5511"
"12378","17.368","12685"
"12379","10.963","3249"
"12380","6.45","1377"
"12381","18.056","8247"
"12382","15.933","1244"
"12383","64.53","4998"
"12384","234.542","1106"
"12385","9.092","2709"
"12386","17.28","5064"
"12387","29.751","17195"
"12388","28.253","24145"
"12389","21.654","2123"
"12390","31.396","8517"
"12391","11.626","2931"
"12392","46.923","3453"
"12393","78.147","1514"
"12394","165.586","1384"
"12395","39.472","1672"
"12396","385.722","1754"
"12397","36.42","7995"
"12398","27.742","5617"
"12399","27.127","16421"
"12400","282.666","1435"
"12401","127.29","3855"
"12402","251.105","2597"
"12403","34.31","1508"
"12404","9.01","1237"
"12405","15.402","1713"
"12406","54.739","3741"
"12407","137.942","3550"
"12408","1203.472","1237"
"12409","15.081","1792"
"12410","31.753","8558"
"12411","33.814","1619"
"12412","30.843","4146"
"12413","74.987","1498"
"12414","46.407","3771"
"12415","57.668","1036"
"12416","30.379","3203"
"12417","15.78","28297"
"12418","34.607","4613"
"12419","115.259","4752"
"12420","5.825","1104"
"12421","11.82","8178"
"12422","125.098","3856"
"12423","210.826","1888"
"12424","79.999","5180"
"12425","87.679","2841"
"12426","12.513","5474"
"12427","28.534","3786"
"12428","10.879","1839"
"12429","34.851","2437"
"12430","13.396","2265"
"12431","47.756","3361"
"12432","22.988","12179"
"12433","46.381","1495"
"12434","62.786","8392"
"12435","9.607","1109"
"12436","13.104","1474"
"12437","28.345","6501"
"12438","15.781","2663"
"12439","136.741","2051"
"12440","971.663","1272"
"12441","73.853","1432"
"12442","363.711","2318"
"12443","104.926","5897"
"12444","12.997","6034"
"12445","37.54","38004"
"12446","16.392","12011"
"12447","96.676","1668"
"12448","39.736","4217"
"12449","128.902","2470"
"12450","45.776","5323"
"12451","10.355","1199"
"12452","473.813","3590"
"12453","46.418","1322"
"12454","27.407","2180"
"12455","85.074","1246"
"12456","46.369","6631"
"12457","60.881","9603"
"12458","77.557","3537"
"12459","89.542","3182"
"12460","16.554","2425"
"12461","73.971","3990"
"12462","13.952","17441"
"12463","16.809","3365"
"12464","15.635","1106"
"12465","40.35","3393"
"12466","20.084","1455"
"12467","149.406","1113"
"12468","101.458","3868"
"12469","8.725","1599"
"12470","19.609","6114"
"12471","61.18","4937"
"12472","29.229","3478"
"12473","28.826","7122"
"12474","101.019","2222"
"12475","117.8","1893"
"12476","44.121","1627"
"12477","7.309","1584"
"12478","103.444","1759"
"12479","75.263","1350"
"12480","55.173","1042"
"12481","23.557","3520"
"12482","315.686","1113"
"12483","6.872","1926"
"12484","64.2","3823"
"12485","7.101","1260"
"12486","73.462","3885"
"12487","25.287","1661"
"12488","24.393","16662"
"12489","20.929","1201"
"12490","331.874","1053"
"12491","191.627","6940"
"12492","47.419","3970"
"12493","80.457","1983"
"12494","11.723","1330"
"12495","34.589","2940"
"12496","158.644","2352"
"12497","15.173","1596"
"12498","27.99","1296"
"12499","19.897","1579"
"12500","76.504","3810"
"12501","16.956","5644"
"12502","17.8","11901"
"12503","13.639","2211"
"12504","15.143","4112"
"12505","7.093","1597"
"12506","59.5","8391"
"12507","25.462","28844"
"12508","36.892","6338"
"12509","13.973","5531"
"12510","47.789","7281"
"12511","9.323","3742"
"12512","16.054","9007"
"12513","159.723","16640"
"12514","50.327","5248"
"12515","15.284","9040"
"12516","62.885","2257"
"12517","41.205","3454"
"12518","42.588","2577"
"12519","321.769","1680"
"12520","79.208","33816"
"12521","14.643","11236"
"12522","20.183","4472"
"12523","8.873","2066"
"12524","17.881","2476"
"12525","355.623","1256"
"12526","11.887","16373"
"12527","1618.503","1205"
"12528","293.421","2242"
"12529","23.155","1023"
"12530","146.952","1098"
"12531","17.267","5210"
"12532","64.745","13108"
"12533","378.265","1625"
"12534","119.919","4323"
"12535","9.303","2098"
"12536","32.912","5906"
"12537","827.201","1561"
"12538","113","2092"
"12539","53.073","10286"
"12540","63.678","6475"
"12541","30.872","1501"
"12542","166.27","1006"
"12543","49.784","11968"
"12544","80.745","1095"
"12545","248.342","2699"
"12546","66.739","1097"
"12547","48.693","6566"
"12548","80.41","6691"
"12549","19.377","2346"
"12550","62.296","6797"
"12551","164.128","13912"
"12552","38.07","16587"
"12553","13.458","5213"
"12554","8.889","1356"
"12555","395.22","2077"
"12556","271.764","2088"
"12557","66.346","3103"
"12558","45.296","2703"
"12559","75.885","3116"
"12560","7.447","1158"
"12561","11.426","1722"
"12562","17.494","11320"
"12563","12.241","4914"
"12564","138.909","2232"
"12565","11.023","11544"
"12566","97.673","2695"
"12567","16.508","2009"
"12568","40.739","2602"
"12569","47.35","18284"
"12570","110.196","6262"
"12571","77.344","2744"
"12572","16.988","46478"
"12573","32.406","1737"
"12574","18.292","18272"
"12575","10.764","2278"
"12576","26.752","4360"
"12577","38.548","1055"
"12578","40.043","1320"
"12579","17.896","8251"
"12580","146.118","8766"
"12581","25.318","3407"
"12582","111.27","2660"
"12583","22.815","1230"
"12584","28.287","4686"
"12585","14.794","2764"
"12586","31.612","2590"
"12587","194.677","9035"
"12588","67.605","2774"
"12589","18.271","15261"
"12590","353.984","2448"
"12591","270.892","5350"
"12592","11.726","5795"
"12593","74.873","2622"
"12594","58.238","8596"
"12595","17.039","1804"
"12596","318.952","1723"
"12597","216.856","3132"
"12598","376.319","1201"
"12599","73.219","2617"
"12600","85.457","8679"
"12601","71.806","4356"
"12602","10.426","1226"
"12603","14.123","2738"
"12604","20.759","1775"
"12605","9.084","1438"
"12606","85.668","1721"
"12607","16.135","3832"
"12608","8.993","7343"
"12609","182.075","10607"
"12610","171.488","2566"
"12611","31.459","5807"
"12612","14.266","1924"
"12613","31.201","3775"
"12614","21.007","11855"
"12615","74.87","10917"
"12616","24.411","4628"
"12617","45.743","16442"
"12618","13.178","3309"
"12619","34.28","12279"
"12620","22.639","7060"
"12621","49.641","4988"
"12622","35.817","17262"
"12623","908.383","1207"
"12624","18.809","3071"
"12625","17.211","85922"
"12626","35.987","1999"
"12627","96.843","8811"
"12628","24.028","1963"
"12629","38.21","4109"
"12630","32.544","1455"
"12631","116.171","6554"
"12632","42.727","11543"
"12633","12.526","2059"
"12634","250.24","2009"
"12635","13.284","5352"
"12636","29.561","37412"
"12637","21.766","13497"
"12638","22.106","11275"
"12639","236.627","1280"
"12640","99.698","2758"
"12641","157.901","4099"
"12642","31.144","1867"
"12643","56.287","7411"
"12644","11.943","21953"
"12645","15.108","3196"
"12646","662.806","1908"
"12647","99.659","3044"
"12648","84.673","1479"
"12649","69.799","1107"
"12650","48.015","5688"
"12651","123.471","9020"
"12652","427.506","1328"
"12653","38.601","9253"
"12654","12.389","1407"
"12655","14.156","1148"
"12656","10.497","1313"
"12657","48.309","2009"
"12658","93.636","2437"
"12659","18.026","1344"
"12660","23.57","2005"
"12661","79.891","1349"
"12662","13.589","2618"
"12663","71.367","1995"
"12664","27.871","8560"
"12665","20.807","2840"
"12666","14.054","4170"
"12667","81.985","1993"
"12668","33.969","10423"
"12669","233.816","3366"
"12670","66.515","4012"
"12671","37.268","24206"
"12672","46.979","21626"
"12673","11.888","3725"
"12674","83.154","2934"
"12675","9.941","4702"
"12676","69.471","3549"
"12677","219.922","1624"
"12678","39.834","3384"
"12679","22.77","15416"
"12680","311.811","3649"
"12681","7.726","1216"
"12682","22.982","1867"
"12683","8.626","3341"
"12684","13.446","6869"
"12685","32.935","12552"
"12686","235.688","3338"
"12687","27.944","3775"
"12688","14.617","1781"
"12689","51.926","1567"
"12690","11.741","2094"
"12691","37.897","5625"
"12692","13.099","7338"
"12693","94.216","4372"
"12694","88.454","3102"
"12695","12.823","3300"
"12696","15.077","1800"
"12697","29.061","1026"
"12698","59.093","11336"
"12699","87.393","1027"
"12700","165.59","3114"
"12701","65.835","1576"
"12702","9.179","1803"
"12703","65.259","2983"
"12704","107.943","2941"
"12705","92.584","2306"
"12706","24.489","2654"
"12707","98.018","3240"
"12708","44.366","3485"
"12709","18.555","8151"
"12710","11.602","1596"
"12711","47.227","1060"
"12712","34.967","5734"
"12713","141.632","3954"
"12714","344.22","2080"
"12715","38.896","1448"
"12716","161.694","1737"
"12717","100.169","2856"
"12718","203.016","1934"
"12719","153.242","3201"
"12720","56.073","3127"
"12721","15.637","1242"
"12722","123.747","1490"
"12723","56.389","1388"
"12724","27.427","4931"
"12725","15.716","2337"
"12726","19.002","3241"
"12727","46.823","8125"
"12728","32.129","2589"
"12729","16.243","1483"
"12730","13.255","1825"
"12731","34.476","4767"
"12732","23.13","6421"
"12733","38.888","1870"
"12734","16.114","1293"
"12735","18.212","6659"
"12736","5.782","2291"
"12737","26.038","3004"
"12738","36.709","1675"
"12739","152.811","2449"
"12740","232.102","2025"
"12741","112.938","6502"
"12742","194.847","1010"
"12743","157.109","2124"
"12744","339.896","2137"
"12745","17.99","1366"
"12746","1189.716","2215"
"12747","16.207","1144"
"12748","227.735","2088"
"12749","89.474","1248"
"12750","11.582","2088"
"12751","28.988","5755"
"12752","69.786","4443"
"12753","40.898","3382"
"12754","244.2","1790"
"12755","30.25","1307"
"12756","13.512","4058"
"12757","11.99","3195"
"12758","17.367","1109"
"12759","5.896","1271"
"12760","14.395","1230"
"12761","46.916","8748"
"12762","13.397","7412"
"12763","15.023","5527"
"12764","13.485","1154"
"12765","129.478","3801"
"12766","6.963","4047"
"12767","14.573","1226"
"12768","36.505","5453"
"12769","42.639","1780"
"12770","40.597","1743"
"12771","6.697","1150"
"12772","178.322","1914"
"12773","141.426","5149"
"12774","8.853","1384"
"12775","153.252","5228"
"12776","14.174","4653"
"12777","13.195","5478"
"12778","43.304","8503"
"12779","22.765","7832"
"12780","30.198","25143"
"12781","16.425","17786"
"12782","26.619","4515"
"12783","108.35","7826"
"12784","30.908","4163"
"12785","11.005","2743"
"12786","40.602","6267"
"12787","145.738","3618"
"12788","19.199","4220"
"12789","14.634","1769"
"12790","23.958","1180"
"12791","13.067","24370"
"12792","155.585","2065"
"12793","24.124","3372"
"12794","68.135","2911"
"12795","12.966","1862"
"12796","7.337","1276"
"12797","1290.684","1633"
"12798","99.398","1522"
"12799","118.966","7775"
"12800","31.669","16429"
"12801","20.812","7447"
"12802","135.365","1393"
"12803","39.104","4268"
"12804","344.454","1090"
"12805","33.972","11021"
"12806","81.539","4008"
"12807","36.77","9130"
"12808","157.202","2587"
"12809","14.566","3042"
"12810","187.71","3184"
"12811","28.687","8048"
"12812","36.005","12079"
"12813","154.324","5764"
"12814","12.831","17900"
"12815","11.034","2993"
"12816","16.315","6686"
"12817","21.223","17803"
"12818","12.523","4528"
"12819","10.694","5686"
"12820","26.589","1188"
"12821","54.647","8251"
"12822","23.44","3976"
"12823","65.015","5133"
"12824","44.387","23357"
"12825","28.533","5785"
"12826","96.926","4171"
"12827","92.386","1489"
"12828","172.624","8722"
"12829","172.501","7850"
"12830","12.94","2189"
"12831","118.162","5480"
"12832","10.185","4325"
"12833","33.039","12655"
"12834","9.908","2651"
"12835","540.5","1040"
"12836","83.517","7523"
"12837","59.904","4931"
"12838","16.482","2235"
"12839","45.955","6618"
"12840","41.906","3639"
"12841","11.026","1741"
"12842","39.82","5642"
"12843","11.123","1659"
"12844","71.69","1120"
"12845","31.873","42011"
"12846","24.251","3941"
"12847","66.55","11538"
"12848","20.933","1657"
"12849","50.757","2170"
"12850","16.279","2613"
"12851","15.74","4480"
"12852","29.399","3790"
"12853","13.15","3024"
"12854","69.157","8150"
"12855","189.173","5485"
"12856","750.244","1883"
"12857","74.106","1378"
"12858","76.443","3756"
"12859","10.204","2285"
"12860","142.909","5783"
"12861","14.525","1788"
"12862","69.235","8703"
"12863","24.53","4546"
"12864","26.105","2611"
"12865","1721.762","1001"
"12866","115.336","3147"
"12867","14.221","1220"
"12868","7.099","1773"
"12869","81.392","3624"
"12870","29.204","4229"
"12871","39.559","7764"
"12872","79.708","1765"
"12873","15.883","6688"
"12874","11.465","2469"
"12875","90.086","2690"
"12876","83.731","6587"
"12877","14.139","3274"
"12878","24.786","4419"
"12879","39.118","1296"
"12880","46.562","1847"
"12881","29.656","1809"
"12882","31.562","2022"
"12883","41.327","17729"
"12884","7.756","1378"
"12885","1507.088","1308"
"12886","82.629","5905"
"12887","88.287","5501"
"12888","17.066","5683"
"12889","39.306","5529"
"12890","125.233","2108"
"12891","25.819","10385"
"12892","14.099","5777"
"12893","185.143","1010"
"12894","7.851","1098"
"12895","252.221","1561"
"12896","77.479","2559"
"12897","44.773","3460"
"12898","167.882","3538"
"12899","65.851","1834"
"12900","163.382","7557"
"12901","67.562","2565"
"12902","16.12","25964"
"12903","28.546","16964"
"12904","50.374","8530"
"12905","247.509","2144"
"12906","68.271","1830"
"12907","6.833","1070"
"12908","87.502","2322"
"12909","177.105","1831"
"12910","79.446","1978"
"12911","16.329","1665"
"12912","81.304","18451"
"12913","70.169","1347"
"12914","46.362","1772"
"12915","18.335","1692"
"12916","35.662","1788"
"12917","12.763","2553"
"12918","191.137","4393"
"12919","9.564","2553"
"12920","13.796","1463"
"12921","47.934","3973"
"12922","32.521","4855"
"12923","34.04","5590"
"12924","9.421","6327"
"12925","60.307","4959"
"12926","381.088","1621"
"12927","29.34","4994"
"12928","91.911","2452"
"12929","249.718","3474"
"12930","601.711","2106"
"12931","28.785","2922"
"12932","1856.82","3003"
"12933","88.344","4696"
"12934","563.11","1269"
"12935","189.725","2236"
"12936","27.824","23936"
"12937","36.291","25323"
"12938","10.923","4867"
"12939","47.022","5047"
"12940","11.915","1974"
"12941","8.722","2307"
"12942","7.182","1584"
"12943","51.247","3846"
"12944","164.303","12296"
"12945","95.408","1222"
"12946","15.778","40754"
"12947","16.967","14557"
"12948","15.235","3154"
"12949","19.732","2257"
"12950","202.536","3501"
"12951","25.021","1610"
"12952","18.191","12618"
"12953","45.792","8188"
"12954","66.247","10882"
"12955","17.607","2553"
"12956","23.788","6990"
"12957","24.685","9977"
"12958","192.981","1703"
"12959","26.054","21890"
"12960","178.916","13055"
"12961","67.884","1626"
"12962","133.44","1461"
"12963","8.595","3217"
"12964","4.549","1276"
"12965","52.097","1411"
"12966","84.361","15638"
"12967","5.926","1057"
"12968","15.414","1037"
"12969","12.588","1502"
"12970","28.378","10202"
"12971","7.5","2642"
