"Name","Average coverage","Reference length"
"54759","30.916","1111"
"54760","11.269","1123"
"54761","117.181","1021"
"54762","43.26","6464"
"54763","44.188","3066"
"54764","29.993","1023"
"54765","7.614","1094"
"54766","11.335","1178"
"54767","8.427","2532"
"54768","23.753","2162"
"54769","12.825","1428"
"54770","9.542","1430"
"54771","40.101","2128"
"54772","41.438","1503"
"54773","19.799","3219"
"54774","11.517","3917"
"54775","6.774","1124"
"54776","11.727","8028"
"54777","11.094","2507"
"54778","98.531","3710"
"54779","35.554","1213"
"54780","15.539","2848"
"54781","34.631","1600"
"54782","6.883","1086"
"54783","22.346","2138"
"54784","9.905","1352"
"54785","23.143","1252"
"54786","10.684","1917"
"54787","26.576","1531"
"54788","9.539","1818"
"54789","11.192","1582"
"54790","17.118","1362"
"54791","14.078","10545"
"54792","19.231","1520"
"54793","21.675","4738"
"54794","6.475","1296"
"54795","10.383","1509"
"54796","19.123","1284"
"54797","12.557","1096"
"54798","55.577","1052"
"54799","32.778","3613"
"54800","12.893","2057"
"54801","55.517","1896"
"54802","37.365","2415"
"54803","48.76","2895"
"54804","9.97","1693"
"54805","15.156","4421"
"54806","24.005","1394"
"54807","9.286","4238"
"54808","34.895","7204"
"54809","13.411","2551"
"54810","32.33","3764"
"54811","13.855","2964"
"54812","8.371","3047"
"54813","13.866","1180"
"54814","11.379","3093"
"54815","11.981","2583"
"54816","9.13","4225"
"54817","20.668","2458"
"54818","16.81","1299"
"54819","29.961","2225"
"54820","24.061","1088"
"54821","32.34","1445"
"54822","8.847","2259"
"54823","21.052","2816"
"54824","7.049","1156"
"54825","20.245","3359"
"54826","11.611","1533"
"54827","74.435","1887"
"54828","14.432","2117"
"54829","14.337","3705"
"54830","19.905","4708"
"54831","41.859","1236"
"54832","12.249","2780"
"54833","15.305","3349"
"54834","9.931","2650"
"54835","40.375","10345"
"54836","71.121","2407"
"54837","58.646","1257"
"54838","9.823","1193"
"54839","11.197","3388"
"54840","11.952","7537"
"54841","49.061","2453"
"54842","9.126","1449"
"54843","103.518","1666"
"54844","26.485","2301"
"54845","17.133","5419"
"54846","9.046","3548"
"54847","23.094","5690"
"54848","8.946","1434"
"54849","14.78","2130"
"54850","13.182","2067"
"54851","32.913","2538"
"54852","18.065","1484"
"54853","10.266","1404"
"54854","57.561","1363"
"54855","18.311","6583"
"54856","6.189","1292"
"54857","9.859","1714"
"54858","7.6","1471"
"54859","15.922","2924"
"54860","14.426","3579"
"54861","10.698","1086"
"54862","7.979","1244"
"54863","17.434","1148"
"54864","11.979","1680"
"54865","8.406","1118"
"54866","16.927","5353"
"54867","14.05","3166"
"54868","11.211","1077"
"54869","8.229","2467"
"54870","116.608","1156"
"54871","10.298","3194"
"54872","25.523","1557"
"54873","27.067","6285"
"54874","38.801","2317"
"54875","34.922","7533"
"54876","11.184","1258"
"54877","7.305","1388"
"54878","42.391","1887"
"54879","17.079","5020"
"54880","43.846","1996"
"54881","8.688","2348"
"54882","8.083","2816"
"54883","8.755","1236"
"54884","12.522","1930"
"54885","9.094","1433"
"54886","14.968","2848"
"54887","16.571","2037"
"54888","29.171","5918"
"54889","10.536","1449"
"54890","25.693","1053"
"54891","18.015","4852"
"54892","10.629","1120"
"54893","23.115","1091"
"54894","43.145","1708"
"54895","36.606","7110"
"54896","28.065","5276"
"54897","21.146","3305"
"54898","7.713","1603"
"54899","16.587","2899"
"54900","9.161","1520"
"54901","33.655","2769"
"54902","13.289","1153"
"54903","10.878","1249"
"54904","24.892","8613"
"54905","28.043","6797"
"54906","10.801","1366"
"54907","18.525","1272"
"54908","34.955","5369"
"54909","13.324","1388"
"54910","8.873","1295"
"54911","11.802","1916"
"54912","17.69","5281"
"54913","15.869","2890"
"54914","16.122","2119"
"54915","11.044","3695"
"54916","11.001","4701"
"54917","12.258","1062"
"54918","10.335","2007"
"54919","14.9","4603"
"54920","8.522","1166"
"54921","12.934","1882"
"54922","6.347","1253"
"54923","8.992","3039"
"54924","12.399","3291"
"54925","26.198","1048"
"54926","44.477","1861"
"54927","24.844","2393"
"54928","11.873","3433"
"54929","19.14","3580"
"54930","17.708","1832"
"54931","66.082","1619"
"54932","11.018","3092"
"54933","20.548","5861"
"54934","10.838","2109"
"54935","19.772","5487"
"54936","12.966","3358"
"54937","7.993","1399"
"54938","9.74","1337"
"54939","22.4","4080"
"54940","12.284","1389"
"54941","38.792","3497"
"54942","10.373","1205"
"54943","10.717","4067"
"54944","22.584","3234"
"54945","21.098","1981"
"54946","50.717","1852"
"54947","82.692","1039"
"54948","18.062","1617"
"54949","4.727","1379"
"54950","11.093","1369"
"54951","10.734","3028"
"54952","30.437","3035"
"54953","42.495","1725"
"54954","19.215","3153"
"54955","44.801","2087"
"54956","10.537","4789"
"54957","66.798","4659"
"54958","17.561","4166"
"54959","31.019","3199"
"54960","11.907","2569"
"54961","15.171","1510"
"54962","16.691","1515"
"54963","66.232","2099"
"54964","12.006","4547"
"54965","21.05","1111"
"54966","11.948","1427"
"54967","14.252","2542"
"54968","10.849","2762"
"54969","12.367","1793"
"54970","70.737","3637"
"54971","11.5","4560"
"54972","44.494","1957"
"54973","36.552","3307"
"54974","10.304","1722"
"54975","22.098","1858"
"54976","32.289","2055"
"54977","12.116","1272"
"54978","8.406","1396"
"54979","12.425","1486"
"54980","11.065","3502"
"54981","22.408","5122"
"54982","17.135","1336"
"54983","11.58","1148"
"54984","93.973","6287"
"54985","16.825","4341"
"54986","112.51","2030"
"54987","11.671","1946"
"54988","8.535","2350"
"54989","18.68","2300"
"54990","9.558","1935"
"54991","14.017","1037"
"54992","14.216","2165"
"54993","32.469","4118"
"54994","47.686","3066"
"54995","9.739","1469"
"54996","16.362","2383"
"54997","11.035","1076"
"54998","8.831","1033"
"54999","14.182","1919"
"55000","35.343","2216"
"55001","9.256","1143"
"55002","11.216","1789"
"55003","16.794","3353"
"55004","10.648","1588"
"55005","17.61","10692"
"55006","23.126","4478"
"55007","9.841","2022"
"55008","30.48","1384"
"55009","11.705","1666"
"55010","11.578","1824"
"55011","13.176","1243"
"55012","8.775","1179"
"55013","42.419","7632"
"55014","10.359","1365"
"55015","14.881","1259"
"55016","11.287","3210"
"55017","16.431","2280"
"55018","7.971","1365"
"55019","8.747","3354"
"55020","10.894","1910"
"55021","16.581","1647"
"55022","9.399","2460"
"55023","16.167","1697"
"55024","9.011","1260"
"55025","12.075","7687"
"55026","17.241","1484"
"55027","20.255","1598"
"55028","18.452","1709"
"55029","7.751","1566"
"55030","8.41","2948"
"55031","35.277","1163"
"55032","21.857","1387"
"55033","34.19","3191"
"55034","32.516","1567"
"55035","22.969","1143"
"55036","10.9","2259"
"55037","40.612","1347"
"55038","12.23","1151"
"55039","10.809","6055"
"55040","4.459","1796"
"55041","9.257","1323"
"55042","26.075","1020"
"55043","27.503","1020"
"55044","28.891","1334"
"55045","28.608","2671"
"55046","18.519","2092"
"55047","9.927","1474"
"55048","12.372","4168"
"55049","12.1","1354"
"55050","28.917","5443"
"55051","17.576","1964"
"55052","12.034","1554"
"55053","19.81","4551"
"55054","57.661","1565"
"55055","15.462","3852"
"55056","18.505","1555"
"55057","6.675","1264"
"55058","16.622","14838"
"55059","102.418","1359"
"55060","36.58","1735"
"55061","17.358","1775"
"55062","8.067","1132"
"55063","14.68","1909"
"55064","19.45","3164"
"55065","13.05","4508"
"55066","8.921","1118"
"55067","14.392","2068"
"55068","12.197","1484"
"55069","11.03","2165"
"55070","28.782","4251"
"55071","16.082","1916"
"55072","5.24","1214"
"55073","34.445","2256"
"55074","72.818","1655"
"55075","22.723","4138"
"55076","16.082","10933"
"55077","11.573","2569"
"55078","136.04","1468"
"55079","15.775","2208"
"55080","42.747","1941"
"55081","10.017","3125"
"55082","13.639","1643"
"55083","15.954","2541"
"55084","12.161","1353"
"55085","5.565","1192"
"55086","17.995","1360"
"55087","28.369","1111"
"55088","11.185","1093"
"55089","12.428","1569"
"55090","29.461","1956"
"55091","19.864","2261"
"55092","9.226","7680"
"55093","27.723","1317"
"55094","15.727","2805"
"55095","17.929","2510"
"55096","15.636","1642"
"55097","13.931","4121"
"55098","9.785","1310"
"55099","12.337","4020"
"55100","14.935","1232"
"55101","18.765","1705"
"55102","35.873","1129"
"55103","39.37","4354"
"55104","17.077","3459"
"55105","97.75","1374"
"55106","7.448","1293"
"55107","37.077","1800"
"55108","11.229","2539"
"55109","57.998","1006"
"55110","25.125","3600"
"55111","30.319","2551"
"55112","15.746","2543"
"55113","9.587","1258"
"55114","6.2","1307"
"55115","13.422","2792"
"55116","30.583","1602"
"55117","6.558","1525"
"55118","10.67","2205"
"55119","23.275","1893"
"55120","62.035","2891"
"55121","8.675","1588"
"55122","13.706","2558"
"55123","12.277","2823"
"55124","10.605","2489"
"55125","11.95","1684"
"55126","67.767","2169"
"55127","20.258","4154"
"55128","65.344","2535"
"55129","15.428","1974"
"55130","11.669","4484"
"55131","19.321","1203"
"55132","28.141","1077"
"55133","38.324","1186"
"55134","14.33","2324"
"55135","18.645","5419"
"55136","9.759","2162"
"55137","24.58","2350"
"55138","13.001","1222"
"55139","52.489","1202"
"55140","15.631","5370"
"55141","44.384","3042"
"55142","26.545","3617"
"55143","31.88","1619"
"55144","18.872","4966"
"55145","52.207","2474"
"55146","11.946","3110"
"55147","33.413","1806"
"55148","11.579","4282"
"55149","10.968","2823"
"55150","13.878","7831"
"55151","11.831","1385"
"55152","12.185","1591"
"55153","7.362","1035"
"55154","74.656","1082"
"55155","8.469","1845"
"55156","9.877","2575"
"55157","19.61","2207"
"55158","10.572","2003"
"55159","36.449","1511"
"55160","14.857","2312"
"55161","42.078","2004"
"55162","16.376","1904"
"55163","86.995","1648"
"55164","18.96","2163"
"55165","10.887","3746"
"55166","10.557","2435"
"55167","29.946","1006"
"55168","5.461","1227"
"55169","18.138","1108"
"55170","12.55","6433"
"55171","15.413","2897"
"55172","13.166","3639"
"55173","14.506","1984"
"55174","32.591","2515"
"55175","18.322","5442"
"55176","33.31","2307"
"55177","9.091","1303"
"55178","13.26","1256"
"55179","18.137","1535"
"55180","15.384","2735"
"55181","21.834","2790"
"55182","17.332","3269"
"55183","28.443","1510"
"55184","10.952","1957"
"55185","13.084","5313"
"55186","14.331","1486"
"55187","12.459","2533"
"55188","14.291","2612"
"55189","15.901","4150"
"55190","22.182","2686"
"55191","37.977","2423"
"55192","16.325","2159"
"55193","11.824","5151"
"55194","9.141","1375"
"55195","8.837","2589"
"55196","11.076","4327"
"55197","18.101","5496"
"55198","61.213","1230"
"55199","15.2","1268"
"55200","61.62","1385"
"55201","24.577","1663"
"55202","72.848","1735"
"55203","22.244","5187"
"55204","12.469","1792"
"55205","62.89","4326"
"55206","19.844","4240"
"55207","17.04","2347"
"55208","24.178","1618"
"55209","64.278","1546"
"55210","19.394","3099"
"55211","12.212","7648"
"55212","21.176","2447"
"55213","46.086","1750"
"55214","13.55","1051"
"55215","27.308","1742"
"55216","13.19","3522"
"55217","9.352","2078"
"55218","23.365","3321"
"55219","30.649","2020"
"55220","78.462","1209"
"55221","12.866","3607"
"55222","14.353","4828"
"55223","28.062","6124"
"55224","9.387","3976"
"55225","10.517","1837"
"55226","21.265","7024"
"55227","21.072","2366"
"55228","5.863","1753"
"55229","6.972","1200"
"55230","12.078","1176"
"55231","41.744","1896"
"55232","11.863","3885"
"55233","40.834","1826"
"55234","10.691","2680"
"55235","6.852","1679"
"55236","44.692","2813"
"55237","14.7","1186"
"55238","5.941","1618"
"55239","28.815","1311"
"55240","21.826","1538"
"55241","11.191","2114"
"55242","13.137","7812"
"55243","12.015","3433"
"55244","18.586","1368"
"55245","122.619","1048"
"55246","44.901","1757"
"55247","15.954","3780"
"55248","30.69","1129"
"55249","20.42","9579"
"55250","11.961","2081"
"55251","18.515","1737"
"55252","24.058","1950"
"55253","7.08","1423"
"55254","9.123","3027"
"55255","24.424","2434"
"55256","13.099","3701"
"55257","26.484","1260"
"55258","25.56","1100"
"55259","10.49","1090"
"55260","7.655","1441"
"55261","32.412","1422"
"55262","32.216","4920"
"55263","29.83","1886"
"55264","11.336","1415"
"55265","9.763","2282"
"55266","10.54","2703"
"55267","14.441","2167"
"55268","176.847","1051"
"55269","24.833","4782"
"55270","16.197","6927"
"55271","109.859","1384"
"55272","7.782","1839"
"55273","17.975","1330"
"55274","4.838","1380"
"55275","45.36","2314"
"55276","10.799","2177"
"55277","19.545","1762"
"55278","19.962","1809"
"55279","13.011","3494"
"55280","11.857","1290"
"55281","30.852","6207"
"55282","9.011","1577"
"55283","41.822","1194"
"55284","12.808","8189"
"55285","19.188","4693"
"55286","78.995","1807"
"55287","11.187","1246"
"55288","88.621","1045"
"55289","76.535","1418"
"55290","14.404","5236"
"55291","17.77","3068"
"55292","13.08","1467"
"55293","8.168","2942"
"55294","17.111","1096"
"55295","20.485","2627"
"55296","11.47","1079"
"55297","8.642","1752"
"55298","10.238","4943"
"55299","25.104","1611"
"55300","12.991","1733"
"55301","8.09","1123"
"55302","8.709","3852"
"55303","10.264","1277"
"55304","23.083","9418"
"55305","13.943","4420"
"55306","17.671","3970"
"55307","16.323","1621"
"55308","9.309","2281"
"55309","12.105","4138"
"55310","8.685","2312"
"55311","41.201","3430"
"55312","48.515","1088"
"55313","18.65","1442"
"55314","18.183","2694"
"55315","16.011","1374"
"55316","15.406","1604"
"55317","26.353","4558"
"55318","10.512","1163"
"55319","8.008","1206"
"55320","8.764","5360"
"55321","62.963","1748"
"55322","20.984","3570"
"55323","10.021","4129"
"55324","25.704","1224"
"55325","17.812","2915"
"55326","31.33","1091"
"55327","28.641","1518"
"55328","25.558","3164"
"55329","7.307","1360"
"55330","11.577","5505"
"55331","11.451","1105"
"55332","28.474","2234"
"55333","12.46","1458"
"55334","11.641","1112"
"55335","13.639","1246"
"55336","7.318","1037"
"55337","88.125","1492"
"55338","13.783","2489"
"55339","10.752","3496"
"55340","14.709","1608"
"55341","12.33","2374"
"55342","25.41","4370"
"55343","6.866","1577"
"55344","6.86","1409"
"55345","42.594","1709"
"55346","11.147","3013"
"55347","7.238","2117"
"55348","47.79","1660"
"55349","5.092","1103"
"55350","33.207","3984"
"55351","6.321","2548"
"55352","10.46","1525"
"55353","26.73","1475"
"55354","8.621","1605"
"55355","8.731","1430"
"55356","17.274","1729"
"55357","10.654","3899"
"55358","13.274","1509"
"55359","11.414","2334"
"55360","33","2622"
"55361","17.519","2245"
"55362","91.101","1018"
"55363","19.254","3181"
"55364","9.975","1043"
"55365","9.041","3118"
"55366","28.77","1588"
"55367","12.377","2503"
"55368","13.349","2026"
"55369","7.051","1346"
"55370","10.162","4308"
"55371","6.992","1420"
"55372","30.453","3912"
"55373","16.599","3107"
"55374","89.102","1459"
"55375","20.545","1302"
"55376","38.371","1160"
"55377","73.997","1278"
"55378","7.833","1059"
"55379","33.922","1386"
"55380","33.3","3572"
"55381","17.057","2499"
"55382","9.344","1167"
"55383","17.036","1415"
"55384","11.388","15468"
"55385","24.351","1872"
"55386","11.147","2213"
"55387","46.583","1865"
"55388","20.269","1326"
"55389","20.304","3434"
"55390","45.37","4283"
"55391","15.817","6341"
"55392","11.29","1570"
"55393","18.654","3943"
"55394","11.513","4919"
"55395","11.398","2621"
"55396","129.278","1170"
"55397","38.778","3499"
"55398","9.136","1270"
"55399","156.126","1215"
"55400","11.649","2059"
"55401","9.836","1425"
"55402","21.934","1523"
"55403","7.502","1409"
"55404","10.251","1277"
"55405","38.903","1511"
"55406","17.342","1998"
"55407","29.368","1681"
"55408","18.671","5219"
"55409","6.498","1313"
"55410","28.09","3118"
"55411","7.558","1859"
"55412","10.3","1554"
"55413","14.472","3853"
"55414","15.443","2580"
"55415","19.36","7807"
"55416","21.556","1156"
"55417","8.14","1462"
"55418","9.087","2723"
"55419","25.362","3611"
"55420","15.146","3200"
"55421","17.089","4743"
"55422","126.913","1104"
"55423","7.555","1372"
"55424","13.585","3966"
"55425","12.961","1462"
"55426","29.068","6056"
"55427","11","4924"
"55428","21.234","1887"
"55429","11.576","3936"
"55430","13.51","3425"
"55431","53.707","1171"
"55432","8.603","2206"
"55433","91.459","2571"
"55434","16.526","2519"
"55435","15.793","4581"
"55436","19.114","1682"
"55437","53.865","1188"
"55438","19.308","1509"
"55439","12.539","1961"
"55440","680.73","1021"
"55441","10.042","2878"
"55442","13.001","2181"
"55443","55.712","3724"
"55444","40.194","2006"
"55445","19","2236"
"55446","13.671","3768"
"55447","12.199","1496"
"55448","9.112","1170"
"55449","13.631","1468"
"55450","10.574","3715"
"55451","82.599","3592"
"55452","14.832","3224"
"55453","6.738","1294"
"55454","11.854","4111"
"55455","82.902","2561"
"55456","15.266","1086"
"55457","11.591","1378"
"55458","24.459","4442"
"55459","11.757","1068"
"55460","8.847","1671"
"55461","21.553","2149"
"55462","21.214","1802"
"55463","10.119","1283"
"55464","24.171","1249"
"55465","32.627","1673"
"55466","8.03","1060"
"55467","8.135","3540"
"55468","8.646","1741"
"55469","9.267","2664"
"55470","18.703","4602"
"55471","16.198","33889"
"55472","27.624","6188"
"55473","14.96","1411"
"55474","90.856","1131"
"55475","14.307","1440"
"55476","15.127","2097"
"55477","10.862","1577"
"55478","7.644","1310"
"55479","19.02","3463"
"55480","6.164","2092"
"55481","11.164","1814"
"55482","8.398","1721"
"55483","15.241","1259"
"55484","5.528","1096"
"55485","11.967","10327"
"55486","9.288","4309"
"55487","8.973","3979"
"55488","25.089","2597"
"55489","82.831","1725"
"55490","15.889","5563"
"55491","44.638","1291"
"55492","33.461","6147"
"55493","20.194","5368"
"55494","45.066","2562"
"55495","33.995","1548"
"55496","28.703","2087"
"55497","59.422","1220"
"55498","10.75","2172"
"55499","160.284","5793"
"55500","12.269","1221"
"55501","16.81","1939"
"55502","8.757","1903"
"55503","11.046","1596"
"55504","19.808","1090"
"55505","43.741","1572"
"55506","69.515","1507"
"55507","21.98","1857"
"55508","15.432","1756"
"55509","13.54","2047"
"55510","18.292","2318"
"55511","14.652","1461"
"55512","15.888","1908"
"55513","9.285","3007"
"55514","37.329","1347"
"55515","16.713","1416"
"55516","11.677","3079"
"55517","31.237","1811"
"55518","66.489","1629"
"55519","18.326","1493"
"55520","30.594","2178"
"55521","13.249","2349"
"55522","11.103","1655"
"55523","12.603","4622"
"55524","20.612","2188"
"55525","11.194","1427"
"55526","16.915","4135"
"55527","45.003","2561"
"55528","17.208","3370"
"55529","6.988","1504"
"55530","17.283","4302"
"55531","18.443","1227"
"55532","39.654","2837"
"55533","8.239","1592"
"55534","26.905","1142"
"55535","6.312","1211"
"55536","23.31","5722"
"55537","15.709","1587"
"55538","14.184","2523"
"55539","15.106","3560"
"55540","14.768","1769"
"55541","16.374","4642"
"55542","61.715","1930"
"55543","20.15","1832"
"55544","8.422","1148"
"55545","35.447","2184"
"55546","60.747","1694"
"55547","9.847","1580"
"55548","32.344","1599"
"55549","12.321","1417"
"55550","15.108","3605"
"55551","61.991","3830"
"55552","13.218","2598"
"55553","7.929","1985"
"55554","15.968","2350"
"55555","17.899","1647"
"55556","13.423","1976"
"55557","16.871","1296"
"55558","97.764","2038"
"55559","12.696","2017"
"55560","33.475","5270"
"55561","11.157","1487"
"55562","37.893","1461"
"55563","53.595","5617"
"55564","11.904","2756"
"55565","13.195","2252"
"55566","11.132","3167"
"55567","9.126","1416"
"55568","40.101","1131"
"55569","10.191","3137"
"55570","12.899","1202"
"55571","11.02","3859"
"55572","17.322","4845"
"55573","48.105","1194"
"55574","10.461","5066"
"55575","29.907","2936"
"55576","19.204","2535"
"55577","16","1349"
"55578","27.402","1556"
"55579","22.211","1170"
"55580","17.823","7717"
"55581","17.527","1772"
"55582","12.212","1286"
"55583","8.743","1294"
"55584","7.91","2288"
"55585","9.247","2588"
"55586","37.42","1613"
"55587","26.506","1070"
"55588","24.859","7170"
"55589","11.625","4228"
"55590","10.02","6404"
"55591","29.566","1516"
"55592","117.916","1700"
"55593","27.174","1019"
"55594","17.157","9353"
"55595","11.681","3359"
"55596","10.162","2050"
"55597","34.578","2919"
"55598","50.056","2537"
"55599","29.025","1441"
"55600","16.295","6117"
"55601","15.512","3738"
"55602","9.694","1530"
"55603","12.21","7565"
"55604","16.227","1494"
"55605","21.083","1600"
"55606","14.004","2342"
"55607","16.386","4752"
"55608","14.602","1485"
"55609","13.457","1833"
"55610","11.594","1504"
"55611","22.907","1653"
"55612","18.863","1194"
"55613","10.965","1911"
"55614","22.597","7344"
"55615","6.157","1056"
"55616","90.465","2946"
"55617","6.926","1369"
"55618","16.077","5298"
"55619","55.476","1102"
"55620","7.96","2851"
"55621","20.435","1944"
"55622","5.153","1428"
"55623","13.418","1898"
"55624","90.528","1760"
"55625","12.406","3517"
"55626","47.52","4119"
"55627","7.363","2020"
"55628","6.375","1272"
"55629","11.479","2138"
"55630","13.024","2484"
"55631","113.841","2154"
"55632","16.869","1806"
"55633","9.152","1960"
"55634","12.951","5772"
"55635","29.318","3526"
"55636","10.546","2879"
"55637","26.172","3005"
"55638","8.383","1214"
"55639","9.76","1461"
"55640","24.137","5122"
"55641","28.574","2758"
"55642","13.631","1568"
"55643","11.267","1294"
"55644","10.283","2413"
"55645","12.199","5220"
"55646","11.096","1237"
"55647","12.786","3879"
"55648","26.478","2232"
"55649","6.951","1276"
"55650","19.465","4691"
"55651","31.372","1502"
"55652","31.972","3297"
"55653","9.478","1833"
"55654","16.158","1739"
"55655","18.034","1310"
"55656","13.27","1287"
"55657","34.652","1064"
"55658","10.52","1125"
"55659","19.299","3677"
"55660","23.3","5411"
"55661","10.423","1594"
"55662","9.996","1559"
"55663","155.171","1038"
"55664","6.242","1126"
"55665","32.286","2275"
"55666","14.794","2063"
"55667","18.677","3449"
"55668","35.262","1686"
"55669","20.939","2627"
"55670","8.911","3850"
"55671","34.265","1294"
"55672","20.629","1575"
"55673","11.735","1552"
"55674","47.869","1885"
"55675","20.19","2020"
"55676","34.357","1444"
"55677","83.132","1582"
"55678","7.598","1461"
"55679","9.46","1072"
"55680","15.348","3457"
"55681","11.616","1717"
"55682","16.855","6756"
"55683","19.926","2741"
"55684","16.341","5213"
"55685","14.714","8442"
"55686","13.632","7838"
"55687","46.299","1600"
"55688","37.047","2620"
"55689","21.15","1389"
"55690","11.54","1077"
"55691","28.601","1270"
"55692","72.567","1141"
"55693","62.773","1887"
"55694","11.892","1353"
"55695","21.383","5510"
"55696","52.922","1026"
"55697","16.576","1085"
"55698","20.629","9574"
"55699","13.731","1214"
"55700","26.226","1970"
"55701","12.001","2528"
"55702","8.474","1064"
"55703","13.481","1629"
"55704","10.741","3513"
"55705","11.868","2114"
"55706","12.927","1293"
"55707","10.15","1659"
"55708","19.5","1476"
"55709","10.074","1442"
"55710","12.87","3097"
"55711","16.645","4563"
"55712","37.653","1231"
"55713","12.713","1090"
"55714","13.28","1651"
"55715","88.547","1737"
"55716","41.909","1398"
"55717","12.937","2964"
"55718","15.3","3104"
"55719","78.566","1636"
"55720","12.023","4425"
"55721","10.323","1055"
"55722","6.302","1826"
"55723","18.177","1632"
"55724","10.584","1782"
"55725","14.342","1701"
"55726","31.435","3475"
"55727","35.926","1765"
"55728","18.123","1751"
"55729","15.566","2998"
"55730","14.834","2016"
"55731","21.74","2897"
"55732","11.359","1164"
"55733","14.216","3563"
"55734","7.76","1296"
"55735","27.397","4288"
"55736","13.634","3919"
"55737","11.747","1636"
"55738","18.052","3126"
"55739","53.189","1921"
"55740","9.248","1840"
"55741","8.154","1918"
"55742","16.227","1690"
"55743","47.987","1140"
"55744","10.286","1250"
"55745","5.668","1330"
"55746","20.602","1927"
"55747","10.792","9519"
"55748","14.862","1902"
"55749","22.323","1999"
"55750","10.27","4408"
"55751","15.964","2589"
"55752","11.489","1168"
"55753","41.043","2581"
"55754","20.353","3443"
"55755","18.188","1713"
"55756","10.225","4946"
"55757","13.028","1141"
"55758","25.462","2155"
"55759","21.654","2556"
"55760","19.018","1160"
"55761","10.062","1316"
"55762","10.708","3538"
"55763","8.188","1051"
"55764","9.827","1835"
"55765","15.66","2677"
"55766","31.811","2420"
"55767","24.073","1211"
"55768","30.977","2365"
"55769","22.997","1142"
"55770","7.984","2061"
"55771","17.145","10342"
"55772","11.021","2107"
"55773","15.947","3115"
"55774","12.985","3073"
"55775","17.628","4188"
"55776","7.841","1142"
"55777","9.13","2409"
"55778","9.008","1990"
"55779","15.397","1209"
"55780","17.026","3821"
"55781","76.125","1637"
"55782","100.732","2001"
"55783","20.1","2994"
"55784","43.244","1904"
"55785","38.093","1484"
"55786","14.143","1107"
"55787","11.465","2202"
"55788","11.435","6209"
"55789","12.923","1824"
"55790","35.217","4096"
"55791","7.699","1231"
"55792","51.431","2556"
"55793","18.914","3099"
"55794","24.99","2280"
"55795","16.172","2432"
"55796","19.545","5059"
"55797","16.38","3291"
"55798","21.538","2203"
"55799","62.842","3125"
"55800","11.05","1625"
"55801","91.882","2617"
"55802","16.781","2618"
"55803","117.147","1698"
"55804","9.306","1555"
"55805","68.244","2070"
"55806","16.144","1218"
"55807","16.435","2726"
"55808","16.573","3999"
"55809","11.793","6266"
"55810","9.634","3151"
"55811","14.158","1984"
"55812","57.773","2057"
"55813","8.701","1222"
"55814","10.262","1123"
"55815","14.082","1251"
"55816","18.721","1141"
"55817","10.581","1349"
"55818","19.017","1987"
"55819","14.558","1361"
"55820","9.686","2730"
"55821","13.001","1217"
"55822","7.602","1389"
"55823","24.657","2361"
"55824","245.738","1911"
"55825","67.95","2157"
"55826","15.24","1279"
"55827","87.081","1626"
"55828","19.734","2616"
"55829","18.211","3978"
"55830","9.181","1142"
"55831","112.521","1946"
"55832","5.692","1299"
"55833","20.698","3871"
"55834","22.14","1132"
"55835","90.376","2628"
"55836","11.026","1461"
"55837","8.996","1404"
"55838","24.225","1777"
"55839","15.822","1681"
"55840","20.466","2416"
"55841","36.622","6331"
"55842","11.513","2990"
"55843","13.313","5229"
"55844","18.006","3651"
"55845","4.494","1229"
"55846","8.098","1402"
"55847","11.373","1319"
"55848","43.866","1164"
"55849","10.927","1060"
"55850","14.412","2000"
"55851","35.006","1479"
"55852","8.075","1165"
"55853","773.721","1018"
"55854","15.593","2044"
"55855","10.109","2803"
"55856","16.884","2603"
"55857","55.8","1292"
"55858","103.725","1618"
"55859","39.592","1368"
"55860","9.453","1665"
"55861","17.047","4788"
"55862","115.727","1126"
"55863","9.469","1959"
"55864","15.19","1956"
"55865","16.016","1957"
"55866","12.908","1868"
"55867","45.08","1170"
"55868","11.945","2578"
"55869","12.638","4980"
"55870","27.328","7403"
"55871","15.029","1298"
"55872","12.72","1526"
"55873","14.073","1109"
"55874","6.898","1221"
"55875","25.155","7888"
"55876","10.496","1149"
"55877","26.198","3991"
"55878","59.482","1190"
"55879","33.432","1697"
"55880","10.276","3248"
"55881","68.082","1152"
"55882","11.771","2290"
"55883","56.061","1148"
"55884","5.857","1663"
"55885","11.621","4117"
"55886","13.629","2128"
"55887","12.904","1203"
"55888","75.251","1830"
"55889","36.55","1717"
"55890","103.718","1296"
"55891","20.315","6118"
"55892","17.608","1227"
"55893","35.501","1572"
"55894","16.887","1966"
"55895","19.647","4326"
"55896","9.365","1456"
"55897","8.216","1220"
"55898","9.873","2075"
"55899","12.185","1843"
"55900","6.376","1440"
"55901","25.825","1763"
"55902","10.186","1288"
"55903","14.97","1720"
"55904","12.691","5670"
"55905","18.87","4593"
"55906","6.886","1676"
"55907","24.937","1635"
"55908","11.238","1379"
"55909","18.882","1107"
"55910","8.044","1321"
"55911","18.402","1300"
"55912","109.644","2222"
"55913","49.761","2932"
"55914","37.944","2488"
"55915","34.257","3144"
"55916","26.071","3586"
"55917","71.117","1809"
"55918","12.543","3719"
"55919","12.364","1084"
"55920","15.016","1916"
"55921","5.037","1483"
"55922","7.248","1088"
"55923","6.346","1582"
"55924","20.879","1943"
